,index,Similarity_Type,Number of Clusters (input),Number of clusters(output),Affinity Type,Word/Sentence,File_Name,Clusters,Mismatch Metric,Match Metric,M
474,475,vec_similairy,12,12,poly,sentence-based,n50_de_bc,"[ 0  0  8  7  3  0  0  0  9  4  8  0  0  3  6  3  5  0  0  0  0  8  3  0  0
  0  0  0  3  0  8 11  1  0  0  0  0  0  2  0  0  8  0  0  0  3  0  0 10  0]",919.0,127.0,1.0
475,476,vec_similairy,12,8,poly,word-based,n50_de_bc,"[0, 6, 6, 1, 6, 6, 6, 0, 3, 6, 0, 6, 0, 0, 5, 8, 0, 6, 6, 6, 6, 0, 0, 6, 6, 6, 9, 6, 6, 6, 4, 8, 6, 6, 6, 0, 6, 6, 6, 0, 6, 6, 0, 9, 0, 0, 6, 6, 6, 6]",1003.0,111.0,1.5
476,477,vec_similairy,12,12,linear,sentence-based,n50_de_bc,"[ 0  0  0  8  9  0  0  0  3  1 11  0  0  0  7  0  4  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  6 10  0  0  0  0  0  5  0  0  0  0  0  0  0  0  0  2  0]",1409.0,163.0,1.0
477,478,vec_similairy,12,9,linear,word-based,n50_de_bc,"[1, 1, 8, 8, 1, 1, 1, 1, 1, 5, 0, 1, 4, 2, 2, 2, 9, 2, 1, 10, 1, 1, 2, 1, 1, 1, 3, 1, 2, 1, 1, 3, 3, 1, 9, 1, 1, 1, 10, 4, 8, 1, 1, 2, 9, 10, 1, 2, 9, 3]",725.0,87.0,3.0
478,479,vec_similairy,12,12,cosine,sentence-based,n50_de_bc,"[10  1  7  7  5  1  8  0  9  4  2  0  1  0  6  9  4  1  0 10  1 10  8  0  1
  0  0  1  6  0 10  3  6  1  1  0  1  1  6  0 11 10  1  0  1  9  0 10  4  1]",451.0,87.0,2.5
479,480,vec_similairy,12,7,cosine,word-based,n50_de_bc,"[3, 3, 5, 5, 2, 3, 4, 6, 3, 3, 0, 3, 3, 3, 6, 3, 3, 6, 3, 6, 3, 2, 1, 3, 6, 6, 3, 3, 2, 3, 5, 3, 4, 6, 6, 3, 6, 3, 2, 3, 3, 3, 3, 1, 3, 3, 3, 3, 5, 6]",843.0,115.0,4.0
480,481,vec_similairy,14,14,nearest_neighbors,sentence-based,n50_de_bc,"[ 9 10 12  7  7  5 10  5  7  2  7  1 11  6  8  8  2  6  3  0 11 12  6  4  4
 13  0  3  8  0 12  7  2 10  3  5 13  4  8  0  1 12  9  0  1  8  9  9  2 10]",293.0,51.0,3.5
481,482,vec_similairy,14,8,nearest_neighbors,word-based,n50_de_bc,"[6, 10, 12, 9, 10, 10, 13, 13, 10, 13, 0, 13, 10, 13, 13, 10, 13, 13, 10, 8, 10, 12, 13, 10, 6, 10, 13, 10, 13, 10, 12, 7, 13, 13, 13, 6, 6, 10, 13, 13, 10, 6, 10, 13, 13, 10, 10, 13, 10, 13]",755.0,105.0,2.0
482,483,vec_similairy,14,14,precomputed,sentence-based,n50_de_bc,"[10  9  7  7 12  1  0  1  1  9  9  5  9  9 13  2  4  3  9 10  3  6  0  9  3
  1 11  3 13  8  6 10 13  3  3  1  3  9  1 11  2  6  3 11  3  2  9 10  4  3]",357.0,65.0,3.0
483,484,vec_similairy,14,11,precomputed,word-based,n50_de_bc,"[11, 11, 6, 3, 11, 1, 11, 11, 8, 10, 0, 11, 5, 11, 13, 9, 10, 11, 5, 9, 5, 13, 8, 13, 11, 11, 11, 5, 13, 6, 0, 9, 13, 11, 11, 11, 1, 11, 11, 1, 6, 1, 13, 9, 13, 9, 5, 9, 2, 11]",475.0,83.0,3.0
484,485,vec_similairy,14,14,rbf,sentence-based,n50_de_bc,"[ 8 11  5  0  0  1  3  1  0  0  0  7 12 13  0  4  0 13  3  7 12  5 13  9  2
  1  6 12  0  9  5  0  0  3 11  1  1  2  0  6  4  5  8  6 10  4  8  3  0 11]",357.0,57.0,3.0
485,486,vec_similairy,14,7,rbf,word-based,n50_de_bc,"[13, 1, 1, 7, 4, 13, 1, 13, 4, 1, 0, 1, 13, 1, 13, 4, 1, 13, 1, 1, 1, 1, 13, 1, 13, 1, 13, 1, 1, 1, 6, 11, 1, 1, 13, 13, 1, 1, 1, 13, 1, 13, 1, 13, 1, 4, 1, 1, 1, 1]",973.0,115.0,1.0
486,487,vec_similairy,14,14,sigmoid,sentence-based,n50_de_bc,"[ 1  1  1  4  1  3  1  7  4  1  1  1  1  1  1  1  4  1  9  1  2  1  1  1  1
  1  1  0  1  1  1 11  4  6  5  1  1  1  1  1  1  1 12  1  1  1 13  8  4 10]",1091.0,119.0,1.0
487,488,vec_similairy,14,6,sigmoid,word-based,n50_de_bc,"[7, 3, 7, 4, 9, 7, 3, 3, 3, 3, 0, 3, 3, 3, 12, 3, 3, 3, 3, 3, 3, 0, 9, 7, 3, 3, 7, 3, 3, 3, 0, 3, 12, 3, 3, 7, 3, 3, 3, 7, 3, 7, 3, 7, 3, 3, 7, 3, 3, 3]",1115.0,115.0,2.5
488,489,vec_similairy,14,14,polynomial,sentence-based,n50_de_bc,"[ 1  1  0 12 13  1  1  1  9  6  0  1  1  1  8  3  7  1  1  1  1  0  1  1  1
  1  1  1  2  1  0  4 10  1  1  1  1  1  5  1  1  0  1  1  1  1  1  1 11  1]",1035.0,147.0,1.0
489,490,vec_similairy,14,5,polynomial,word-based,n50_de_bc,"[0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 1, 0, 3, 0, 0, 0, 3, 0, 0, 3, 7, 3, 0, 3, 1, 0, 0, 3, 0]",1193.0,137.0,2.0
490,491,vec_similairy,14,14,poly,sentence-based,n50_de_bc,"[ 0  0 12  6 13  0  0  0  5  1 13  0  0  3  4  7  9  3  0  0  0 12  3  0  0
  0  0  0  2  0 12 13 11  0  0  0  0  0  8  0  3 12  0  0  0  3  0  0 10  0]",813.0,117.0,1.0
491,492,vec_similairy,14,6,poly,word-based,n50_de_bc,"[0, 0, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 13, 0]",1517.0,159.0,1.5
492,493,vec_similairy,14,14,linear,sentence-based,n50_de_bc,"[ 1  1  1  2 12  1  1  1  6  8 13  1  1  1  4  7  0  1  1  1  1  1  1  1  1
  1  1  1  3  1  1 10  9  1  1  1  1  1  5  1  1  1  1  1  1  1  1  1 11  1]",1279.0,153.0,1.0
493,494,vec_similairy,14,10,linear,word-based,n50_de_bc,"[5, 5, 11, 11, 5, 8, 5, 8, 8, 13, 0, 9, 5, 9, 6, 8, 6, 9, 5, 11, 5, 8, 9, 8, 8, 9, 9, 11, 9, 5, 1, 8, 13, 5, 10, 4, 9, 8, 11, 1, 8, 1, 10, 9, 10, 8, 5, 5, 6, 9]",473.0,65.0,3.0
494,495,vec_similairy,14,14,cosine,sentence-based,n50_de_bc,"[ 1  0  4  4  6  0  7  0  5  8 13 10  0  0 11  5  8  3  0  3  3  1  7  0  3
  0  2  3 11 12  1  9 11  3  3  0  2  0 11  2  3  1  3  2  3  5  2  1  8  3]",383.0,69.0,2.5
495,496,vec_similairy,14,10,cosine,word-based,n50_de_bc,"[7, 7, 4, 4, 7, 7, 10, 7, 2, 6, 0, 7, 7, 10, 10, 2, 5, 2, 7, 10, 7, 11, 10, 6, 7, 7, 3, 5, 10, 7, 11, 5, 10, 7, 10, 7, 7, 7, 6, 7, 5, 11, 11, 10, 1, 6, 7, 10, 4, 10]",523.0,97.0,3.5
496,497,vec_similairy,16,16,nearest_neighbors,sentence-based,n50_de_bc,"[12  4  8  5  6  2  4  2  6  7  5 14  3 13  1  1  7 13  2  0  2  8 13 11  3
  0  0 10  1  0  8  6  7  4 10  3  9 15  1  0 11  8 10  0 11  1 10 10  7  4]",275.0,61.0,3.0
497,498,vec_similairy,16,11,nearest_neighbors,word-based,n50_de_bc,"[3, 3, 13, 12, 2, 11, 3, 3, 11, 3, 0, 6, 11, 3, 0, 3, 3, 10, 11, 7, 11, 8, 0, 3, 3, 11, 0, 3, 3, 3, 5, 0, 2, 3, 0, 11, 6, 3, 10, 3, 3, 11, 3, 0, 3, 3, 11, 3, 3, 0]",671.0,89.0,2.0
498,499,vec_similairy,16,16,precomputed,sentence-based,n50_de_bc,"[ 1  6  9  9  7  1  2  1  1  3  6 14  1  5  7  8  3  2  1 11  1  4 13  6  6
  1  5  1  7 10  4  5  7  2  2  1  0  6  1  1 15  4  6  1 12  8  6  1  3  2]",381.0,75.0,2.0
499,500,vec_similairy,16,7,precomputed,word-based,n50_de_bc,"[3, 7, 7, 7, 7, 3, 7, 3, 7, 7, 0, 7, 7, 7, 3, 2, 7, 3, 7, 2, 7, 8, 3, 8, 3, 3, 6, 7, 2, 7, 3, 11, 7, 7, 3, 3, 7, 8, 7, 3, 8, 2, 8, 3, 7, 8, 7, 3, 7, 3]",777.0,95.0,4.0
500,501,vec_similairy,16,16,rbf,sentence-based,n50_de_bc,"[ 5  1  2  2  2  0 12  6  2  2  2  9 14 13  2  2  2 15 12  9  0  7 15  8  4
  6  3  0  2  8  7  2  2 12  1  2  6 10  2  3 11  7 14  3 11  2 14  5  2  1]",419.0,63.0,2.5
501,502,vec_similairy,16,6,rbf,word-based,n50_de_bc,"[8, 0, 0, 3, 3, 0, 0, 0, 15, 3, 0, 0, 0, 15, 15, 8, 15, 0, 15, 8, 0, 4, 15, 15, 0, 15, 0, 0, 8, 15, 0, 3, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15, 15, 4, 0, 15, 8, 8]",763.0,121.0,5.0
502,503,vec_similairy,16,16,sigmoid,sentence-based,n50_de_bc,"[ 7  7  7  0 14 12  7  8  0  7  7  7 15  7  7  7  0  7  3  7  1  7  7  7  7
  7  7  5  7  7  7 13  0  2  4  7  7  7  7  7  7  7 10  7  7  7 11  6  0  9]",989.0,107.0,1.0
503,504,vec_similairy,16,8,sigmoid,word-based,n50_de_bc,"[2, 10, 10, 7, 2, 0, 0, 1, 1, 10, 0, 2, 1, 10, 6, 3, 10, 0, 10, 0, 2, 1, 6, 1, 0, 1, 0, 10, 3, 2, 1, 13, 6, 10, 10, 1, 2, 2, 10, 0, 10, 2, 2, 1, 10, 2, 2, 10, 10, 0]",559.0,69.0,6.0
504,505,vec_similairy,16,16,polynomial,sentence-based,n50_de_bc,"[ 6  6  3  8 15  6  6  6 12  4  1  6  6 14 11  7 10 14  6  6  6  0 14  6  6
  6  6  6  2  6  0  1 13  6  6  6  6  6  5  6 14  0  6  6  6 14  6  6  9  6]",803.0,117.0,1.0
505,506,vec_similairy,16,7,polynomial,word-based,n50_de_bc,"[3, 0, 9, 9, 0, 3, 0, 3, 3, 6, 0, 0, 3, 0, 0, 3, 2, 0, 3, 3, 3, 11, 0, 3, 3, 3, 3, 3, 0, 0, 9, 7, 6, 0, 0, 3, 3, 9, 0, 3, 0, 3, 0, 7, 3, 3, 3, 0, 2, 3]",807.0,99.0,2.0
506,507,vec_similairy,16,16,poly,sentence-based,n50_de_bc,"[ 0  0  3  8 11  0  0  0 14  5 11 11  0  4 12  2  7  4  0  0  0 15  4  0  0
  0  0  0  1  0 15 11 13  0  0  0  0  0  9  0  4  6  0  0  0  4  0  0 10  0]",771.0,109.0,1.0
507,508,vec_similairy,16,6,poly,word-based,n50_de_bc,"[5, 5, 11, 9, 5, 5, 4, 5, 5, 4, 0, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 14, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 5]",1489.0,139.0,1.5
508,509,vec_similairy,16,16,linear,sentence-based,n50_de_bc,"[ 0  0  4 11 14  0  0  0  7  5 15  0  0  0  9  2  8  0  0  0  0  0  0  0  0
  0  0  0  1  0  0 13 12  0  0  0  0  0  6  0  0  0  0  0  0  3  0  0 10  0]",1157.0,143.0,1.0
509,510,vec_similairy,16,11,linear,word-based,n50_de_bc,"[12, 11, 3, 6, 7, 15, 1, 1, 11, 4, 0, 11, 11, 4, 1, 4, 11, 1, 11, 3, 11, 9, 1, 11, 11, 11, 4, 11, 1, 9, 11, 8, 1, 11, 1, 11, 11, 11, 11, 12, 9, 3, 9, 4, 9, 9, 11, 11, 11, 4]",587.0,85.0,2.0
510,511,vec_similairy,16,16,cosine,sentence-based,n50_de_bc,"[ 8 11  6  6  2  3 12  3  5  4  6 11  3  3  1  5  4 11  9  8  3  8 12  3 11
  3  0 11  1 10  8  7  4 15 11  3 14 11  1  0 13  8  8  0 15  5  0  8  4 11]",315.0,69.0,2.5
511,512,vec_similairy,16,9,cosine,word-based,n50_de_bc,"[2, 2, 1, 5, 15, 1, 2, 2, 2, 10, 0, 3, 2, 2, 6, 10, 2, 2, 2, 6, 2, 3, 2, 3, 3, 2, 6, 2, 2, 3, 1, 10, 2, 2, 2, 1, 2, 4, 10, 1, 3, 1, 2, 6, 10, 3, 2, 2, 2, 2]",719.0,95.0,4.0
512,513,vec_similairy,18,18,nearest_neighbors,sentence-based,n50_de_bc,"[11  4  8  5  5 10 12  3  0  2  5  8 13 17  2  0  2 17  9  1  3  8 15 16 13
 10 10 12  0  1  8  5  2 12  4 13 12  7  2  1  6  8 11  1  6  0 14 12  2  4]",263.0,61.0,2.5
513,514,vec_similairy,18,12,nearest_neighbors,word-based,n50_de_bc,"[8, 17, 2, 11, 15, 8, 7, 6, 9, 5, 0, 3, 6, 6, 15, 6, 15, 6, 17, 9, 6, 3, 15, 17, 8, 6, 16, 17, 6, 7, 3, 17, 15, 6, 6, 8, 8, 8, 17, 8, 6, 8, 6, 8, 6, 17, 8, 17, 7, 6]",453.0,81.0,2.5
514,515,vec_similairy,18,18,precomputed,sentence-based,n50_de_bc,"[12 12  4  4 13  8 10 12  9  1  4 16 12  3 13 14  1  7 12  6 12  5 10  8 12
  3  8 12 13 17  5  0 13  7 15  9  3 15 13  8 11  5  2  9  2 14  3  9  1 15]",287.0,55.0,2.5
515,516,vec_similairy,18,8,precomputed,word-based,n50_de_bc,"[1, 8, 8, 15, 15, 8, 15, 1, 16, 15, 0, 15, 8, 1, 1, 1, 15, 1, 16, 8, 16, 16, 1, 16, 8, 16, 8, 8, 1, 1, 16, 5, 1, 1, 1, 16, 16, 16, 4, 8, 1, 16, 3, 8, 1, 16, 1, 8, 15, 1]",615.0,81.0,4.0
516,517,vec_similairy,18,18,rbf,sentence-based,n50_de_bc,"[ 8  6  1  3  3  2  1  2  3  3  3 15 16 17  3  0  3 13  3  9 16  5 13 10  4
  2 12 16  0  7  5  3  3  6  6  2  2 11  3 12  0  5  3 12 14  0  8  8  3  6]",359.0,61.0,2.0
517,518,vec_similairy,18,8,rbf,word-based,n50_de_bc,"[13, 8, 6, 6, 3, 8, 8, 8, 8, 8, 0, 3, 3, 8, 17, 8, 8, 8, 8, 3, 3, 12, 9, 3, 8, 3, 8, 8, 8, 3, 12, 8, 8, 8, 8, 13, 8, 8, 8, 8, 3, 13, 3, 8, 8, 3, 8, 8, 8, 8]",979.0,103.0,2.0
518,519,vec_similairy,18,18,sigmoid,sentence-based,n50_de_bc,"[ 0 16  0  5  0  3 12 11  5  0  0  0 14  0  0  0  5  0  9  0  4  0  0  0  0
  0  0  2  0  0  0  8  5  7  1  0 17  0  0  0  0  0 15  0  0  0 13  6  5 10]",887.0,99.0,1.0
519,520,vec_similairy,18,7,sigmoid,word-based,n50_de_bc,"[15, 15, 15, 1, 15, 15, 15, 15, 15, 0, 0, 15, 5, 15, 0, 15, 15, 15, 15, 15, 5, 15, 15, 15, 15, 15, 15, 15, 15, 15, 11, 1, 0, 15, 15, 15, 15, 15, 15, 15, 4, 4, 15, 15, 2, 15, 15, 15, 15, 15]",1367.0,155.0,2.0
520,521,vec_similairy,18,18,polynomial,sentence-based,n50_de_bc,"[ 0  0  2 17 11  0  0  0 10  5 11  6  0  0  9  4 14  0  0  0  0 11 15  0  0
  0  0  0  1  0 11 11 16  0  0  0  0  0  8  0  3  7  0  0  0 12  0  0 13  0]",847.0,119.0,1.0
521,522,vec_similairy,18,8,polynomial,word-based,n50_de_bc,"[11, 6, 13, 3, 11, 6, 6, 11, 12, 6, 0, 11, 11, 11, 11, 11, 6, 1, 6, 6, 6, 6, 11, 6, 11, 11, 6, 6, 6, 11, 9, 6, 6, 11, 6, 11, 6, 11, 6, 6, 11, 9, 6, 6, 6, 6, 6, 6, 6, 6]",967.0,115.0,1.0
522,523,vec_similairy,18,18,poly,sentence-based,n50_de_bc,"[16 16  2 12  0 16 16 16 10  5  0  8 16  0  9  4 15  0 16 16 16  3 11 16 16
 16 16 16  6 16  3  0 14 16 16 16 16 16  7 16  0 17 16 16  0  1 16 16 13 16]",729.0,109.0,1.0
523,524,vec_similairy,18,6,poly,word-based,n50_de_bc,"[0, 0, 6, 15, 0, 0, 0, 0, 0, 0, 0, 3, 15, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 3, 14, 10, 0, 0, 0, 0, 3, 0, 0, 3, 3, 0, 0, 0, 3, 3, 0, 0, 0]",1275.0,115.0,2.0
524,525,vec_similairy,18,18,linear,sentence-based,n50_de_bc,"[ 1  1  6 14 16  1  1  1  4  2 17  7  1  1 12 11  0  1  1  1  1  1  1  1  1
  1  1  1  3  1  1 15 13  1  1  1  1  1  9  1  1 10  1  1  1  8  1  1  5  1]",1039.0,135.0,1.0
525,526,vec_similairy,18,10,linear,word-based,n50_de_bc,"[13, 13, 8, 3, 1, 13, 13, 13, 13, 8, 0, 2, 13, 12, 7, 7, 15, 12, 13, 12, 13, 6, 1, 13, 1, 13, 13, 13, 7, 13, 1, 12, 15, 12, 13, 13, 13, 8, 6, 1, 7, 13, 13, 12, 7, 13, 13, 1, 15, 12]",589.0,95.0,3.0
526,527,vec_similairy,18,18,cosine,sentence-based,n50_de_bc,"[10  2  6  6 11  0 14  0  1  7 17 15  0 16  5  1  7 15  8 10  0 17  2  0 15
  0 16  4  5 10 17  3  5  9 15  0 10 15  5 16 12 17 10 16 10  1  2 13  7 15]",289.0,61.0,2.5
527,528,vec_similairy,18,13,cosine,word-based,n50_de_bc,"[9, 1, 5, 3, 1, 9, 1, 1, 9, 1, 0, 2, 9, 1, 7, 12, 1, 1, 1, 13, 1, 11, 1, 17, 9, 1, 9, 1, 1, 1, 14, 13, 1, 1, 1, 9, 1, 9, 1, 9, 12, 17, 1, 9, 1, 12, 1, 1, 5, 8]",713.0,97.0,1.0
528,529,vec_similairy,20,20,nearest_neighbors,sentence-based,n50_de_bc,"[14 13 11 18 19  8  1 17  5  2 19  9  0 12 18 15  2 12  4 10 17 11 11 13 16
  8  8 17 15  3 11 19  2  1  1  0  1  0 18  3  6 11  4  3  6 15  7  1 18  1]",243.0,61.0,2.5
529,530,vec_similairy,20,10,nearest_neighbors,word-based,n50_de_bc,"[18, 18, 0, 13, 16, 18, 18, 6, 18, 4, 0, 4, 0, 3, 16, 3, 16, 14, 0, 16, 0, 18, 6, 18, 18, 18, 6, 0, 17, 18, 18, 6, 16, 4, 0, 6, 4, 18, 6, 18, 4, 18, 0, 6, 5, 5, 18, 6, 0, 6]",481.0,85.0,3.5
530,531,vec_similairy,20,20,precomputed,sentence-based,n50_de_bc,"[12  6  8  8 15  0 17  2  7  4  8 19  0  2 15  7  4  2  5  2  0  1 17 14 18
  6  0 17 10 11  1  0 15  2 13  0  9  0 15  0  3  1  5 16  5  7  6 12  4 13]",253.0,67.0,2.5
531,532,vec_similairy,20,11,precomputed,word-based,n50_de_bc,"[2, 2, 6, 12, 10, 6, 15, 2, 6, 12, 0, 17, 2, 17, 17, 18, 12, 17, 2, 2, 2, 2, 17, 2, 2, 2, 9, 2, 18, 18, 2, 16, 17, 17, 2, 9, 9, 2, 2, 2, 15, 2, 2, 9, 18, 11, 2, 6, 12, 9]",551.0,91.0,4.0
532,533,vec_similairy,20,20,rbf,sentence-based,n50_de_bc,"[14  9  3  3  3  2 16  2  3  3  3 19 11  0  3  3  3  0  9 13 11  1  0  9  5
  2  7 11  3  4  1  3  3  8  8  2  6 15  3  7 17  1  8  7 12 17 18 10  3  8]",369.0,61.0,1.0
533,534,vec_similairy,20,10,rbf,word-based,n50_de_bc,"[9, 9, 12, 17, 3, 9, 1, 9, 9, 1, 0, 0, 9, 12, 1, 12, 1, 12, 9, 3, 9, 18, 5, 9, 9, 9, 5, 9, 9, 9, 10, 6, 1, 9, 9, 9, 9, 9, 9, 10, 9, 0, 9, 5, 9, 9, 9, 12, 1, 12]",707.0,111.0,2.5
534,535,vec_similairy,20,20,sigmoid,sentence-based,n50_de_bc,"[18  4  1  9  1 10  8 14  9  1  1  1 15  1  1  1  9  1  7  1  2  1  1 19  1
  1  1  6  1  1  1  5  9  3 11  1 17 19  1  1  1  1 12  1  1  1  0 16  9 13]",767.0,79.0,1.0
535,536,vec_similairy,20,12,sigmoid,word-based,n50_de_bc,"[9, 9, 9, 3, 4, 9, 9, 9, 15, 6, 0, 9, 9, 9, 4, 5, 11, 4, 9, 9, 9, 3, 10, 9, 9, 9, 4, 9, 4, 9, 0, 5, 9, 9, 4, 9, 9, 9, 9, 15, 5, 9, 4, 17, 5, 5, 9, 1, 12, 4]",713.0,111.0,1.5
536,537,vec_similairy,20,20,polynomial,sentence-based,n50_de_bc,"[ 1  1  6 12  1  1  1  1 13  8 18 10  1  1 11  5 14  1  1  1  1  4  3  1  1
  1  1  1  9  1  4 17 19  1  1  1  1  1 15  1  2 16  1  1  1  7  1  1  0  1]",883.0,121.0,1.0
537,538,vec_similairy,20,6,polynomial,word-based,n50_de_bc,"[4, 4, 10, 0, 4, 4, 10, 4, 4, 4, 0, 4, 4, 4, 17, 4, 10, 10, 4, 4, 4, 4, 11, 4, 4, 4, 10, 4, 4, 4, 4, 4, 10, 4, 10, 4, 4, 4, 4, 8, 4, 4, 4, 4, 4, 4, 4, 4, 10, 4]",1401.0,121.0,1.5
538,539,vec_similairy,20,20,poly,sentence-based,n50_de_bc,"[14  1  6 15  1 14 14 14 11 10  1  2 14  1 13  8 16  1 14 14 14  9  4 14 14
 14 14 14  5 14  9 17 18 14 14 14 14 14 12 14  3  0 14 14  1  7 14 14 19 14]",671.0,107.0,1.0
539,540,vec_similairy,20,7,poly,word-based,n50_de_bc,"[18, 18, 10, 10, 18, 18, 18, 18, 18, 13, 0, 18, 18, 13, 3, 3, 18, 18, 18, 18, 18, 3, 1, 18, 18, 18, 18, 18, 18, 18, 18, 1, 3, 18, 8, 18, 18, 18, 18, 18, 18, 18, 18, 8, 8, 18, 18, 13, 18, 18]",1185.0,143.0,3.0
540,541,vec_similairy,20,20,linear,sentence-based,n50_de_bc,"[ 0  0  2 14 19  0  0  0 13  9 17  4  0  0 12 11  5  0  0  0  0  0 10  0  0
  0  0  0  3  0  0 18 16  0  0  0  0  0  7  0  1  6  0  0  0  8  0  0 15  0]",945.0,119.0,1.0
541,542,vec_similairy,20,12,linear,word-based,n50_de_bc,"[2, 3, 15, 15, 2, 3, 5, 3, 2, 4, 0, 18, 3, 4, 7, 2, 4, 3, 3, 2, 3, 6, 4, 2, 3, 2, 7, 3, 3, 2, 14, 4, 4, 3, 3, 3, 3, 3, 3, 10, 2, 2, 18, 7, 12, 2, 2, 4, 4, 3]",553.0,85.0,1.5
542,543,vec_similairy,20,20,cosine,sentence-based,n50_de_bc,"[ 1  1  9  9 15  1  3  1 19  2 18  2  1  1  5 19  2  1  6  7  1 13  1 10  1
  1  1 11  5 14 13  4  5 12  1  1 19  1  5  1 16 13  1  1 17 16  1  8  2  0]",409.0,113.0,1.0
543,544,vec_similairy,20,1,cosine,word-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2297.0,203.0,50.0
544,545,vec_similairy,22,22,nearest_neighbors,sentence-based,n50_de_bc,"[16  9  1 17  6  4  2  5 10 15 17  1  5 11  3 10  6 11  8 12  5  1 18  9  7
  4  4  5 10 19  1 17  6  2 20  7  2 20 10 19 18  1 13  4 21 10  0 14  3 21]",249.0,51.0,2.0
545,546,vec_similairy,22,13,nearest_neighbors,word-based,n50_de_bc,"[15, 15, 12, 12, 9, 9, 10, 9, 19, 20, 0, 4, 10, 9, 19, 15, 20, 10, 3, 9, 3, 8, 9, 15, 10, 15, 19, 3, 19, 15, 8, 6, 19, 19, 1, 4, 0, 15, 3, 9, 15, 0, 3, 9, 11, 15, 15, 9, 20, 0]",367.0,67.0,3.0
546,547,vec_similairy,22,22,precomputed,sentence-based,n50_de_bc,"[ 1  8 19 19  1 11  7  5 12  3 11  0  1  2 21 12  3  5  1  5  1  6  7 17 16
 17 15  4 10  9  6 20 21  5 11 13  1  1 21 15 18  6  1 11 14 12  8  4  3 11]",275.0,51.0,2.0
547,548,vec_similairy,22,10,precomputed,word-based,n50_de_bc,"[10, 10, 17, 17, 10, 7, 10, 10, 7, 10, 0, 10, 7, 10, 10, 11, 10, 10, 7, 10, 15, 14, 10, 7, 7, 7, 10, 10, 0, 7, 11, 12, 0, 10, 10, 7, 10, 9, 1, 7, 10, 15, 10, 7, 10, 9, 7, 10, 10, 10]",701.0,125.0,2.0
548,549,vec_similairy,22,22,rbf,sentence-based,n50_de_bc,"[11  0  0  0  0  5 19 15  0  0  0 16  5 21  0  0  0 21  6  2  5  9 21  8  4
 15 12  5  0  1  9  0  0  3  3 13 10 18  0 12  0  9 20 12 17  0  7 14  0  3]",425.0,69.0,1.0
549,550,vec_similairy,22,7,rbf,word-based,n50_de_bc,"[21, 21, 8, 8, 21, 21, 21, 21, 21, 4, 0, 10, 12, 21, 21, 21, 4, 10, 21, 0, 21, 21, 21, 21, 21, 21, 21, 21, 8, 21, 21, 21, 8, 21, 8, 21, 21, 21, 21, 20, 8, 21, 21, 21, 21, 21, 21, 21, 4, 21]",1245.0,119.0,2.0
550,551,vec_similairy,22,22,sigmoid,sentence-based,n50_de_bc,"[14 13  2 21  2 10  0  3 21  2  2  2 16  2  2  2 21  2  7  2  6  2  2 19  2
  2  2  4  2  2  2 20 21  1  5 18 15 17  2  2  2  2  8  2  2  2 12  9 21 11]",731.0,71.0,1.0
551,552,vec_similairy,22,12,sigmoid,word-based,n50_de_bc,"[13, 13, 1, 7, 13, 13, 21, 15, 1, 3, 0, 12, 13, 2, 2, 20, 1, 2, 13, 12, 13, 12, 4, 13, 15, 13, 2, 15, 2, 13, 12, 6, 21, 21, 15, 1, 15, 1, 21, 13, 13, 12, 13, 13, 21, 13, 13, 21, 1, 15]",485.0,69.0,3.0
552,553,vec_similairy,22,22,polynomial,sentence-based,n50_de_bc,"[ 0  0  2 19  0  0  0  0 16 11  0  1  0  0 14 10 13  7  0 15  0 17  3  0  0
 15 15  0  9 15  5 20 21  0  0 15  0  0 12 15  8  4  0 15  7  6  0  0 18  0]",589.0,85.0,1.0
553,554,vec_similairy,22,8,polynomial,word-based,n50_de_bc,"[1, 1, 18, 18, 12, 1, 2, 1, 19, 2, 0, 2, 1, 2, 2, 2, 1, 20, 1, 1, 1, 12, 2, 1, 1, 1, 2, 1, 1, 2, 10, 20, 2, 2, 2, 1, 2, 12, 1, 1, 1, 19, 12, 2, 1, 12, 12, 2, 1, 2]",703.0,103.0,2.0
